ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0016459	myosin complex	26/4657	56/19869	1.333116574777185e-4	0.0015830759325479074	0.0012103295218371813	MYO1C/MYO7A/MYH11/MYO1G/MYL9/CGN/MYO3A/MYO1D/MYO18A/CCDC102A/MYH9/MYO6/MYL6B/MYH15/MYL2/MYH6/MYH10/MYO3B/MYO5B/MYO1B/MYO16/MYL3/MYO7B/MYH7/MYL11/MYO1H	26
GO:0030017	sarcomere	74/4657	214/19869	1.382116900745589e-4	0.0016160136070256115	0.0012355117881968666	UNC45B/SYNPO/TPM1/ACTN1/ENO1/FERMT2/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/FHL3/NEXN/RYR2/RTN2/TNNT3/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/FBXL22/CMYA5/PSEN2/ANKRD23	74
GO:0032838	plasma membrane bounded cell projection cytoplasm	83/4657	246/19869	1.4619073345934356e-4	0.0016412726372441347	0.0012548234013279257	KIF1C/ZC3H14/CANX/ABHD12/WDPCP/MAP2K4/EFHC2/LRRK2/AP3S1/DYNC2I2/IFT57/SOD1/DLG4/WDR11/MAP1A/RAB21/MAP2/AMBRA1/CAMSAP3/DNAH6/DYNC1H1/CFAP126/UCHL1/KLHL17/TUBB4A/CFAP45/SPAST/MAP4/MAPK8IP3/HIP1R/CFAP251/SAXO2/TRAK2/ATG14/GAS8/TOGARAM1/KIF4A/DLG2/HPCA/AK8/TRAF3IP1/DNAH12/DNAH17/ODAD4/BBS7/SPAG6/CFAP54/DST/SPAG8/DNAH8/RAB27B/BAIAP2/DNAH14/NME7/MAPT/AGBL4/SPEF1/ODAD3/ARL6/UHMK1/KIF5A/GLI3/TTC30A/DNAI7/RPGRIP1/DNAI2/ENKUR/CFAP70/KIF1A/ARC/HYDIN/TEKT2/TTLL8/OPRM1/DNAH3/MGARP/SAXO1/FAM166B/CFAP73/RSPH4A/CFAP210/SYBU/DNAAF1	83
GO:0099240	intrinsic component of synaptic membrane	60/4657	166/19869	1.4643204313379016e-4	0.0016412726372441347	0.0012548234013279257	GPM6A/SLC6A6/KCNH1/CANX/NRP2/GABRB2/KCNA3/GRIK5/NECTIN1/ITGB1/SLC30A1/NPTN/DLG4/NLGN2/CLSTN3/GRIK4/CHRNA6/SYT7/DAGLA/ATP2B4/PCDH17/NTNG2/SLC16A3/NLGN1/PTPRS/LRRC4C/SLC1A2/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/CNTN6/PSENEN/LRRC4B/NLGN4X/DCC/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/NTNG1/ATP2B2/KCND2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/GRM5/PRRT2/PSEN2/ADAM23/ADCY8	60
GO:0034702	ion channel complex	97/4657	296/19869	1.4685070964815943e-4	0.0016412726372441347	0.0012548234013279257	CLIC2/PTK2B/MCUB/SHISA8/KCNH1/KCNN1/CACNA2D3/GABRB2/KCNA3/ABHD12/PKD1L1/GRIK5/HSPA2/SCN8A/PDE4B/CACNA1D/CNTNAP2/DLG4/TTYH2/CLCNKA/CACNB2/KCNJ2/CACNB3/KCNJ11/KCNG3/GRIK4/CNGA3/CHRNA6/CLIC5/CACNA1G/OSTM1/AKAP6/KCNN4/KCNH2/KCNK6/GRIN1/BEST4/CHRFAM7A/TRPM4/PDE4D/MICU3/FKBP1B/EPS8/CPT1C/RYR2/CACNG7/KCNE5/SCN4A/STAC3/CATSPERG/CHRNA7/CACNB1/PKD2/BEST3/CACNA2D4/GABRB3/KCNQ5/HCN3/OLFM3/CACNA1E/KCNB1/CACNG8/CACNA1I/EFCAB9/KCNC2/ANO2/GRIN2B/SLC26A6/HCN2/ABCC8/GRIN2D/RYR1/KCNQ1/KCNA2/KCNA7/CLIC6/SCN4B/CHRNB2/CACNG4/SCN1A/CALM2/KCND2/GLRB/LRRC26/KCNH4/CACNA2D1/SCN2A/KCNQ3/GLRA3/GLRA1/GABRA6/SCNN1D/CLCNKB/GRIA4/CACNA1B/KCNMA1/CNGB1	97
GO:0030427	site of polarized growth	62/4657	173/19869	1.511726052340758e-4	0.0016650895648970669	0.0012730324651290595	SRC/PTK2B/FSCN1/GPM6A/UNC5C/BASP1/APBB2/PTBP2/CTTN/LRRK2/NEO1/ORAI2/NECTIN1/ITGA3/ENO2/ARHGAP4/OLFM1/CYFIP1/COPA/MAP1B/DPYSL3/STMN3/NGFR/MAP2/FXR1/KIF20B/RUFY3/PPP1R9B/USP9X/IGF2BP1/MAP3K12/SHTN1/FXR2/CXADR/GDPD5/NGEF/WHRN/PTPRS/EPS8/TIAM2/CRMP1/MAPK8IP3/PINK1/AUTS2/DCTN2/ZNF804A/PCDH9/SIGMAR1/CDK5R1/DCC/L1CAM/SHANK2/MAPT/DSCAM/GAP43/TENM2/ERC2/EPHA4/BOC/COBL/PSEN2/FGF13	62
GO:0034703	cation channel complex	76/4657	222/19869	1.6267902229650873e-4	0.0017662293849335234	0.001350358200115381	PTK2B/MCUB/SHISA8/KCNH1/KCNN1/CACNA2D3/KCNA3/ABHD12/PKD1L1/GRIK5/HSPA2/SCN8A/PDE4B/CACNA1D/CNTNAP2/DLG4/CACNB2/KCNJ2/CACNB3/KCNJ11/KCNG3/GRIK4/CNGA3/CACNA1G/AKAP6/KCNN4/KCNH2/KCNK6/GRIN1/TRPM4/PDE4D/MICU3/FKBP1B/EPS8/CPT1C/RYR2/CACNG7/KCNE5/SCN4A/STAC3/CATSPERG/CACNB1/PKD2/CACNA2D4/KCNQ5/HCN3/OLFM3/CACNA1E/KCNB1/CACNG8/CACNA1I/EFCAB9/KCNC2/GRIN2B/HCN2/ABCC8/GRIN2D/RYR1/KCNQ1/KCNA2/KCNA7/SCN4B/CACNG4/SCN1A/CALM2/KCND2/LRRC26/KCNH4/CACNA2D1/SCN2A/KCNQ3/SCNN1D/GRIA4/CACNA1B/KCNMA1/CNGB1	76
GO:0032421	stereocilium bundle	28/4657	63/19869	1.9016664383443463e-4	0.002035586610058737	0.0015562933639230233	DOCK4/MYO1C/MYO7A/ADCY6/HOMER2/MPP1/BBS2/ATP8B1/CLIC5/MYO3A/RIPOR2/PKHD1L1/SLC4A7/TPRN/WHRN/TSPEAR/IDO1/EPS8/ESPNL/TRPA1/MYO3B/CDH23/CEACAM16/FSCN2/PDZD7/PCDH15/PLS1/ESPN	28
GO:0044306	neuron projection terminus	49/4657	131/19869	2.2513564227053667e-4	0.0023764317795223317	0.0018168841306043311	VTI1A/ACTG1/PNOC/KCNA3/MACO1/LRRK2/GRIK5/DLG4/CYFIP1/PTPRN/AVPR1B/PRKCB/AAK1/OPHN1/SLC32A1/GRIN1/TANC1/P2RX4/UCHL1/OXT/CPLX2/SLC1A2/TPBG/ACTB/UNC13A/SLC18A2/TULP1/ROR1/CASR/HCN3/BAIAP2/SYP/CRHBP/KCNC2/PCSK1/SLC8A1/OPRD1/KCNA2/SLC8A3/DIXDC1/RAB3A/UCN/EPHA4/NTSR1/PRRT2/GAD1/SLC8A2/CRHR2/UNC13C	49
GO:0099699	integral component of synaptic membrane	56/4657	155/19869	2.4205791514276086e-4	0.00252005500696573	0.0019266902546330785	GPM6A/SLC6A6/KCNH1/CANX/NRP2/GABRB2/KCNA3/GRIK5/NECTIN1/ITGB1/SLC30A1/NPTN/NLGN2/CLSTN3/GRIK4/CHRNA6/SYT7/DAGLA/ATP2B4/PCDH17/SLC16A3/NLGN1/PTPRS/LRRC4C/SLC1A2/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/PSENEN/LRRC4B/NLGN4X/DCC/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/ATP2B2/KCND2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/GRM5/PRRT2/PSEN2/ADAM23/ADCY8	56
GO:0098839	postsynaptic density membrane	36/4657	89/19869	2.586858741520919e-4	0.0026567738426431058	0.0020312176747077485	SEMA4C/KCNH1/ABHD17C/GRIK5/SLC30A1/NPTN/DLG4/PRR7/CLSTN3/DAGLA/SLC16A3/PTPRS/LRRC4C/LRFN5/CACNG7/DLG2/NLGN4Y/NRCAM/SIGMAR1/LRRC4B/NLGN4X/DCC/CACNG8/GRIN2B/RGS9/GRIN2D/OPRD1/ADAM22/CACNG4/ADCY1/SORCS2/ATP2B2/ARC/EPHA4/GRM5/PRRT2	36
GO:0016323	basolateral plasma membrane	77/4657	229/19869	2.799567587238235e-4	0.002836895155068078	0.002168928151797201	CD44/SLC6A6/SLC43A3/SLC12A6/NOD2/LRP1/EPB41/ITGA3/SLC4A2/SLC13A3/CADM1/SLC39A8/ATP1B1/SLC9A1/LEPR/ANK1/ANK3/SLC14A1/SLC7A8/SLC23A2/ATP2B4/MYO1D/SLC4A7/CD1D/PDGFB/SLC29A2/PIANP/CNNM2/ERBB3/SLC16A3/CXADR/AQP3/ABCC1/CALHM1/CA11/DLG2/CA9/PKD2/PLPP3/ATP7B/CASR/ALPK2/ABCC4/TGFA/SLC26A7/SLC4A4/LDLR/SPEF1/KCNC2/CD38/EPPK1/SLC26A6/MARVELD2/KCNQ1/SLC7A5/NDRG4/SLC22A1/SLC4A9/MLC1/MUC20/MEGF11/ANXA1/SLC16A10/ATP2B2/MAP7/SLCO1C1/SLCO4C1/LPO/MPZ/SLC40A1/CLDN7/AJAP1/SLC8A2/SLC38A3/SLC4A11/ABCC3/ADCY8	77
GO:0030666	endocytic vesicle membrane	67/4657	194/19869	2.8967541886465426e-4	0.0028967541886465425	0.0022146929530926476	RAB8B/RAB9A/HLA-F/TCIRG1/LDLRAP1/WLS/LRP1/FZD2/CD9/ATP6V0E2/IGF2R/ADRB2/SMO/DLG4/CAMK2B/CAV1/WASL/CYBA/SCARF1/VAMP3/ATP6V0A2/RAB20/CORO1A/RAB34/CAMK2A/WNT1/SYT7/SCARB1/CD163/SYT9/STAB1/HBEGF/FZD5/RAB38/WNT4/RAB32/COLEC12/AVP/WNT7B/HLA-G/EREG/WNT3/HLA-E/HLA-A/IRGM/HLA-C/GPR161/TGFA/RAB9B/HLA-DRB1/STAB2/LDLR/RAB7B/CACNG8/CSF3R/FZD4/IL7R/CD3G/HLA-DRB5/WNT5A/CACNG4/HLA-B/CD3D/SH3GL2/CD36/GRIA4/CD4	67
GO:0098889	intrinsic component of presynaptic membrane	33/4657	80/19869	2.994278231661824e-4	0.0029553915013805017	0.0022595236963463116	GPM6A/KCNH1/CANX/KCNA3/GRIK5/NECTIN1/NPTN/GRIK4/CHRNA6/SYT7/ATP2B4/PCDH17/NTNG2/SLC1A2/SLC6A4/CNTN6/PSENEN/OPRD1/KCNA2/EPHB2/CHRNB2/NTNG1/ATP2B2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/PRRT2/PSEN2/ADAM23/ADCY8	33
GO:0005902	microvillus	37/4657	93/19869	3.1640203968779214e-4	0.003082891668752846	0.002357003048686387	FSCN1/CD44/FMN2/SLC6A6/RDX/PDGFA/MYO1C/MYO7A/TGFB1/LRRK2/ICAM2/MYO1G/TBC1D10A/BBS2/DCXR/ANGPT1/SLC7A8/MYO1D/CEACAM1/SLC26A2/PDGFRA/MYO6/CA9/SYTL1/VCAM1/SPEF1/STARD10/IQGAP2/MYO1B/SLC7A5/MUC20/CD302/CBLIF/MYO7B/NFASC/MYO1H/ESPN	37
GO:0016324	apical plasma membrane	115/4657	368/19869	3.291263684505459e-4	0.0031662789876255046	0.0024207562343064805	CD44/SLC6A6/RDX/LMO7/SLC6A8/TCIRG1/MREG/BST2/WDPCP/MYO7A/SHROOM2/AHCYL1/FN1/ADRB2/DDR2/DPP4/SLC4A2/SLC16A2/CYBA/GJA1/AJM1/MTCL1/SLC39A8/SLC12A3/DUOX1/ATP8B1/ATP1B1/SLC9A1/FAT1/CLIC5/CYBRD1/AKR1A1/UPK2/RIPOR2/SLC7A8/ABCB4/SLC23A2/ABCB1/SLC4A7/ERBB3/CFAP126/SLC16A3/GNAS/PDE4D/KIAA1614/CEACAM1/ABCC1/SLCO2B1/UPK1A/SIPA1L3/HIP1R/SLC11A2/SLC26A2/CNTFR/PRKG2/ASPM/SLC12A1/MAL/DUOX2/SHROOM1/NAALADL1/VANGL2/ATP1B2/ACY3/ENPEP/JAG1/CASR/SLC26A9/FXYD1/ABCC4/RAB27B/SHANK2/SAPCD2/KCNB1/SLC15A2/SPEF1/KCNC2/SLC26A6/TNIK/MUC1/MARVELD2/SLC26A3/KCNQ1/NHS/SLC26A4/CYP4F2/CRB3/SLC7A5/CTSB/SLC2A5/SLC22A1/IGFBP2/CRB2/MUC20/SLC7A9/ANXA1/ATP2B2/ECRG4/SLC9A3/EMP2/CD34/CBLIF/OCLN/ENPP3/SI/ABCG2/AJAP1/CD36/PSEN2/UPK3A/KCNMA1/SLC38A3/SLC4A11/OTOA/ADCY8	115
GO:0032420	stereocilium	25/4657	56/19869	3.7943828183616406e-4	0.0036046636774435584	0.002755920152283718	DOCK4/MYO1C/MYO7A/ADCY6/HOMER2/MPP1/BBS2/ATP8B1/MYO3A/RIPOR2/PKHD1L1/SLC4A7/TPRN/WHRN/TSPEAR/EPS8/ESPNL/MYO3B/CDH23/CEACAM16/FSCN2/PDZD7/PCDH15/PLS1/ESPN	25
GO:0043194	axon initial segment	12/4657	20/19869	4.957572876003102e-4	0.004651549858965874	0.0035563095874642137	SCN8A/MAP1A/NAV1/MAP2/CNGA3/ANK3/SPTBN4/NRCAM/KCNA2/SCN1A/KCNQ3/NFASC	12
GO:0098862	cluster of actin-based cell projections	56/4657	159/19869	5.055956189665402e-4	0.0046860081757874456	0.0035826544501865237	ACTN1/DOCK4/MYO1C/FLNB/MFSD10/MYO7A/SLC7A11/ADCY6/ITPR3/HOMER2/MPP1/ADD3/LIMA1/BBS2/DCXR/ATP8B1/ACTN3/CLIC5/MYO3A/CYBRD1/RIPOR2/PKHD1L1/MYO1D/SLC4A7/ACE/TPRN/WHRN/TSPEAR/IDO1/EPS8/SLC11A2/ESPNL/MYH9/TRPA1/ENPEP/RALGDS/SHANK2/MYO3B/SLC26A6/SLC26A3/SLC26A4/MYO1B/CDH23/SOAT2/SLC7A9/CEACAM16/FSCN2/PDZD7/SLC9A3/PCDH15/MYO7B/SI/ABCG2/PLS1/CD36/ESPN	56
GO:0032589	neuron projection membrane	26/4657	60/19869	5.157895503711902e-4	0.004707344398825618	0.0035989669087974257	SHISA8/KCNH1/MYO1C/ROBO2/CNTNAP2/PPP1R9B/MPP2/RIPOR2/DAGLA/MYO1D/ATF4/SPTBN1/SLC1A2/HPCA/INSR/SLC12A5/KCNB1/MAPT/KCNC2/UNC5A/DDN/OPRD1/ATP2B2/EPB41L3/OPRM1/GABRA6	26
GO:0001772	immunological synapse	21/4657	45/19869	0.00052933944665040165	0.004707344398825618	0.0035989669087974257	IL4I1/SCIMP/ICAM1/LCK/LGALS3/NPTN/SOCS6/CD6/STX7/ALCAM/CORO1A/CARD11/CRACR2A/GZMB/MYH9/PRKCQ/HLA-DRB1/LAT/CD3E/GZMA/CRTAM	21
GO:0005891	voltage-gated calcium channel complex	21/4657	45/19869	0.00052933944665040165	0.004707344398825618	0.0035989669087974257	CACNA2D3/HSPA2/PDE4B/CACNA1D/CACNB2/CACNB3/CACNA1G/PDE4D/CACNG7/STAC3/CATSPERG/CACNB1/CACNA2D4/CACNA1E/CACNG8/CACNA1I/EFCAB9/RYR1/CACNG4/CACNA2D1/CACNA1B	21
GO:0043679	axon terminus	43/4657	115/19869	5.326731819723726e-4	0.004707344398825618	0.0035989669087974257	ACTG1/PNOC/KCNA3/LRRK2/GRIK5/CYFIP1/PTPRN/AVPR1B/PRKCB/AAK1/OPHN1/SLC32A1/GRIN1/TANC1/P2RX4/OXT/CPLX2/TPBG/ACTB/UNC13A/SLC18A2/TULP1/ROR1/CASR/HCN3/SYP/CRHBP/KCNC2/PCSK1/SLC8A1/OPRD1/KCNA2/SLC8A3/DIXDC1/RAB3A/UCN/EPHA4/NTSR1/PRRT2/GAD1/SLC8A2/CRHR2/UNC13C	43
GO:0099056	integral component of presynaptic membrane	30/4657	73/19869	5.957113453258897e-4	0.005182769787109857	0.003962450031142162	GPM6A/KCNH1/CANX/KCNA3/GRIK5/NECTIN1/NPTN/GRIK4/CHRNA6/SYT7/ATP2B4/PCDH17/SLC1A2/SLC6A4/PSENEN/OPRD1/KCNA2/EPHB2/CHRNB2/ATP2B2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/PRRT2/PSEN2/ADAM23/ADCY8	30
GO:0008305	integrin complex	16/4657	31/19869	6.069296198062859e-4	0.005182769787109857	0.003962450031142162	ITGB7/ITGAM/ITGA7/ITGB1/ITGA3/ITGAL/ITGB2/ITGA5/TSPAN32/ITGA6/ITGA1/ITGB8/ITGA9/ITGB5/ITGA2B/ITGB4	16
GO:0032839	dendrite cytoplasm	16/4657	31/19869	6.069296198062859e-4	0.005182769787109857	0.003962450031142162	ZC3H14/CANX/ABHD12/MAP2K4/LRRK2/SOD1/DLG4/MAP2/KLHL17/HIP1R/TRAK2/HPCA/BAIAP2/UHMK1/KIF5A/OPRM1	16
GO:0031225	anchored component of membrane	58/4657	169/19869	8.479403526839027e-4	0.0071122987095840265	0.005437657739183356	SEMA7A/CD24/GPC1/MELTF/BST2/NOD2/NT5E/PRSS21/DLG4/ACHE/EFNA1/EFNA5/CD55/GPC5/SVIP/CD52/RTN4RL1/RGMA/NTNG2/EFNA3/MMP17/SYN1/CNTFR/LY6E/RGMB/MDGA1/GP1BA/NRN1/CNTN6/CD109/RAB3B/CDH13/RAB27B/DPEP2/PLAUR/GFRA2/MMP25/TFPI/CD59/RAB26/NTNG1/TNFRSF10C/RAB3A/GPC4/BCAN/GPC2/LY6K/LYPD3/GAS1/TEX101/CD160/RAB3C/CPM/LYPD6B/CD2/BST1/RTN4RL2/OTOA	58
GO:0070382	exocytic vesicle	74/4657	226/19869	8.612955023601591e-4	0.0071122987095840265	0.005437657739183356	VTI1A/RAB8B/BCL2L1/SEMA4C/SYNGR2/IQSEC1/STON2/PPT1/LRRK2/ZNRF1/SYT17/ATP6V0E2/PDE4B/SCAMP1/SEPTIN8/DLG4/PICALM/RAB3IP/SV2C/CLCN5/STX7/DPYSL3/RAB12/BDNF/SEPTIN4/SYT7/SLC17A7/SYT9/SYTL3/CDK16/SLC32A1/DMXL2/GRIN1/STX11/SYN2/RAB13/PTPRS/SYN1/BRSK1/SYTL2/SYNGR3/RAB40B/SV2B/UNC13A/SYTL1/SYT13/SLC18A2/DOC2A/SLC30A3/RAB3B/RAB27B/SYP/SNAP91/PTPRN2/SCAMP5/MCTP1/ABCC8/OPRD1/ICA1/RAB26/SYNPR/RAB3IL1/RAB3A/SEPTIN5/NTF3/SLC40A1/SV2A/STX1A/SYPL2/RAB3C/PRRT2/PSEN2/TMEM163/UNC13C	74
GO:0030672	synaptic vesicle membrane	42/4657	114/19869	8.703207631464664e-4	0.0071122987095840265	0.005437657739183356	BCL2L1/SEMA4C/SYNGR2/LRRK2/ZNRF1/ATP6V0E2/SCAMP1/SEPTIN8/SV2C/SYT7/SLC17A7/SYT9/SLC32A1/DMXL2/SYN2/PTPRS/SYN1/SYNGR3/SV2B/UNC13A/SLC18A2/DOC2A/SLC30A3/RAB3B/RAB27B/SYP/PTPRN2/SCAMP5/MCTP1/ABCC8/OPRD1/ICA1/RAB26/SYNPR/RAB3A/SV2A/STX1A/SYPL2/RAB3C/PRRT2/TMEM163/UNC13C	42
GO:0099501	exocytic vesicle membrane	42/4657	114/19869	8.703207631464664e-4	0.0071122987095840265	0.005437657739183356	BCL2L1/SEMA4C/SYNGR2/LRRK2/ZNRF1/ATP6V0E2/SCAMP1/SEPTIN8/SV2C/SYT7/SLC17A7/SYT9/SLC32A1/DMXL2/SYN2/PTPRS/SYN1/SYNGR3/SV2B/UNC13A/SLC18A2/DOC2A/SLC30A3/RAB3B/RAB27B/SYP/PTPRN2/SCAMP5/MCTP1/ABCC8/OPRD1/ICA1/RAB26/SYNPR/RAB3A/SV2A/STX1A/SYPL2/RAB3C/PRRT2/TMEM163/UNC13C	42
GO:0035579	specific granule membrane	35/4657	91/19869	9.398283494123577e-4	0.007598612186738212	0.005809465272963286	TMC6/CMTM6/PLAU/ITGAM/RAP1A/SLC44A2/SLC15A4/SCAMP1/HMOX2/CYBA/ADAM8/HGSNAT/CKAP4/ITGAL/UBR4/ATP11A/SLC2A3/CLEC4D/TMEM63A/DEGS1/ITGB2/CEACAM1/OLR1/GPR84/LAIR1/PLAUR/RAB44/MMP25/CD59/SLC2A5/STOM/ALDH3B1/SLCO4C1/CD36/BST1	35
GO:0030863	cortical cytoskeleton	40/4657	108/19869	0.0010131944075373659	0.008105555260298927	0.006197045018954304	NSMF/GYPC/ACTN1/RDX/DSTN/CTTN/RIMS3/SHROOM2/EPB41/EEF1A1/DLG4/MPP1/WASL/CORO1A/GSN/ACTN4/PRKCB/ANLN/PPP1R9B/ACTN3/EPB41L2/RTKN/SPTB/CLASP1/SPTBN1/COTL1/ACTB/MYH9/SPTBN4/SHROOM1/DMTN/MYADM/CALD1/DLC1/ERC2/ACTN2/CDH1/PLS1/COBL/NOS2	40
GO:0099634	postsynaptic specialization membrane	42/4657	115/19869	0.0010645837550548533	0.00842795472751759	0.006443533254279375	SEMA4C/KCNH1/GABRB2/ABHD17C/GRIK5/SLC30A1/NPTN/DLG4/NLGN2/PRR7/RAPSN/CLSTN3/DAGLA/SLC16A3/NLGN1/PTPRS/LRRC4C/LRFN5/CACNG7/DLG2/NLGN4Y/NRCAM/SIGMAR1/LRRC4B/NLGN4X/DCC/CACNG8/GRIN2B/RGS9/GRIN2D/OPRD1/ADAM22/CHRNB2/CACNG4/ADCY1/SORCS2/ATP2B2/KCND2/ARC/EPHA4/GRM5/PRRT2	42
GO:0034704	calcium channel complex	28/4657	69/19869	0.0011296288243572918	0.008850700067129296	0.006766740217528216	MCUB/CACNA2D3/PKD1L1/HSPA2/PDE4B/CACNA1D/CACNB2/CACNB3/CACNA1G/AKAP6/PDE4D/MICU3/FKBP1B/RYR2/CACNG7/STAC3/CATSPERG/CACNB1/CACNA2D4/CACNA1E/CACNG8/CACNA1I/EFCAB9/RYR1/CACNG4/CALM2/CACNA2D1/CACNA1B	28
GO:0030673	axolemma	9/4657	14/19869	0.001311733366469349	0.010172626107313319	0.007777409433846194	KCNH1/ROBO2/CNTNAP2/MYO1D/SPTBN1/SLC1A2/MAPT/KCNC2/EPB41L3	9
GO:0005796	Golgi lumen	39/4657	106/19869	0.0013431149067909692	0.010284563213622859	0.007862990157783682	PDGFA/AGRN/SDC4/GPC1/GAS6/RHBDF2/TGFB1/HS3ST1/GPC5/SDC1/MMP14/WNT1/HSPG2/PDGFB/RAB33B/GOLIM4/VCAN/WNT4/SDC2/FMOD/MUC12/PRELP/WNT7B/WNT3/ERO1A/MUC1/DEFA6/WNT5A/MUC20/PROZ/GPC4/BCAN/GPC2/ACAN/NCAN/PODXL2/PCSK5/LHB/MUC4	39
GO:0005581	collagen trimer	33/4657	86/19869	0.0013564768468020865	0.010284563213622859	0.007862990157783682	COL1A2/COL1A1/C1QTNF1/COL19A1/COL12A1/COL5A1/EMILIN2/COL7A1/C1QL3/C1QTNF6/COL6A1/COLEC12/COL6A3/COL6A2/COLEC11/EMID1/COL4A5/COL4A2/GLDN/C1QC/COL16A1/COL27A1/LOX/EDA/COL2A1/COL5A3/C1QTNF9B/FCN1/COL8A2/COL21A1/COLQ/COL24A1/C1QB	33
GO:0002102	podosome	15/4657	30/19869	0.0013667643218104064	0.010284563213622859	0.007862990157783682	SRC/FSCN1/LCP1/SH3GL1/CTTN/ASAP1/SH3PXD2B/BIN2/ADAM8/GSN/SVIL/RHOU/VCAM1/AFAP1L1/NOS1AP	15
GO:0030133	transport vesicle	126/4657	423/19869	0.0014142869774901178	0.010475332005281363	0.008008841089910405	VTI1A/RAB8B/BCL2L1/RAB9A/SEMA4C/SYNGR2/PAM/SPRED2/PLIN3/IQSEC1/HLA-F/STON2/RAB1A/SREBF1/PPT1/LRRK2/RAB11A/ZNRF1/SYT17/AP3S1/ATP6V0E2/IGF2R/PDE4B/APH1B/SCAMP1/SEPTIN8/DLG4/PICALM/CD55/AZIN2/RAB3IP/COPA/SV2C/PLEKHF2/CLCN5/VAMP3/STX7/PTPRN/DPYSL3/RAB12/VGF/BDNF/VMA21/SEPTIN4/SYT7/SLC17A7/AP1S3/HCK/CPE/SYT9/KDELR1/MCFD2/ATP13A2/SYTL3/CDK16/SLC32A1/DMXL2/GRIN1/STX11/SYN2/EDN1/RAB13/GOLIM4/PTPRS/CEACAM1/SYN1/BRSK1/SYTL2/SORL1/SYNGR3/RAB40B/FGFR3/HLA-G/SV2B/UNC13A/HLA-E/SYTL1/HLA-A/SYT13/SLC18A2/DOC2A/HLA-C/SLC30A3/RAB3B/SNTB2/RAB27B/TGFA/HLA-DRB1/SSPN/SYP/SNAP91/PTPRN2/SCAMP5/NCALD/MCTP1/PCSK1/ABCC8/CD59/DEFA6/KCNQ1/OPRD1/RAB11FIP5/NPTX1/SORT1/HLA-DRB5/NRGN/HLA-B/ICA1/RAB26/SYNPR/RAB3IL1/RAB3A/FGFRL1/SEPTIN5/NTF3/SLC40A1/SV2A/ABCA12/STX1A/SYPL2/RAB3C/PRRT2/PSEN2/CAV2/TMEM163/UNC13C	126
